"Species","Impacted_sector","Type_of_cost_merged","Official_country","Location","Taxon","ScientificName","genus","Population_2019","Surface_area_km2","Density_2019","GDP_2019","Neighbouring_countries","Km_land_borders","Agri_forest_fish_perc_gdp","Industry_perc_gdp","Manufacturing_perc_gdp","Services_perc_gdp","Forest_rents_perc_gdp","Forest_area_perc_landarea","Health_expend_perc_gdp"
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Greece","Greece","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Austria","Austria","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Italy","Italy","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Portugal","Portugal","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Sweden","Sweden","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Croatia","Croatia","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Italy","Italy","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Finland","Finland","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",5520314,338450,16.31,2.69e+11,3,2690,2.3,23.9,14.4,60.2,0.3,73.7,9.2
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","France","France","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Slovakia","Slovakia","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Poland","Poland","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",37970874,312680,121.44,5.92e+11,7,2788,2.3,28,16.5,57.6,0.2,30.9,6.4
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Italy","Italy","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Leptinotarsa decemlineata","Authorities-Stakeholders","Management","Netherlands","Netherlands","Leptinotarsa decemlineata","Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Lonicera japonica","Authorities-Stakeholders","Management","Belgium","Belgium","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Lonicera japonica","Authorities-Stakeholders","Management","Italy","Italy","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Lonicera japonica","Authorities-Stakeholders","Management","Ireland","Ireland","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Lonicera japonica","Authorities-Stakeholders","Management","Greece","Greece","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Lonicera japonica","Authorities-Stakeholders","Management","Slovenia","Slovenia","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Lonicera japonica","Authorities-Stakeholders","Management","Portugal","Portugal","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Lonicera japonica","Authorities-Stakeholders","Management","France","France","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Lonicera japonica","Authorities-Stakeholders","Management","Netherlands","Netherlands","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Lonicera japonica","Authorities-Stakeholders","Management","Malta","Malta","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",502653,320,1570.79,14786156563,0,0,0.5,12.5,7.1,76.4,0,1.4,8.2
"Lonicera japonica","Authorities-Stakeholders","Management","Croatia","Croatia","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Lonicera japonica","Authorities-Stakeholders","Management","Spain","Spain","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Lonicera japonica","Authorities-Stakeholders","Management","France","France","Lonicera japonica","Lonicera japonica Thunb.","Lonicera",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myocastor coypus","Public and social welfare","Damage","Germany","Germany","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Myocastor coypus","Public and social welfare","Damage","San Marino","San Marino","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",33860,60,564.33,1637931034,1,39,0,NA,30.6,NA,0,16.7,6.4
"Myocastor coypus","Public and social welfare","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Public and social welfare","Damage","Greece","Greece","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Myocastor coypus","Public and social welfare","Damage","Croatia","Croatia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Myocastor coypus","Public and social welfare","Damage","Bulgaria","Bulgaria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Myocastor coypus","Public and social welfare","Damage","Slovakia","Slovakia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Myocastor coypus","Public and social welfare","Damage","Luxembourg","Luxembourg","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Myocastor coypus","Public and social welfare","Damage","Slovenia","Slovenia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Myocastor coypus","Public and social welfare","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Public and social welfare","Damage","France","France","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myocastor coypus","Public and social welfare","Damage","Portugal","Portugal","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Myocastor coypus","Public and social welfare","Damage","Ireland","Ireland","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Myocastor coypus","Public and social welfare","Damage","Netherlands","Netherlands","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Myocastor coypus","Public and social welfare","Damage","Romania","Romania","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Myocastor coypus","Public and social welfare","Damage","Hungary","Hungary","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Myocastor coypus","Public and social welfare","Damage","Sweden","Sweden","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Myocastor coypus","Public and social welfare","Damage","Belgium","Belgium","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Myocastor coypus","Public and social welfare","Damage","Spain","Spain","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Myocastor coypus","Public and social welfare","Damage","Austria","Austria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Myocastor coypus","Public and social welfare","Damage","Latvia","Latvia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Myocastor coypus","Public and social welfare","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Authorities-Stakeholders","Management","Germany","Germany","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Myocastor coypus","Authorities-Stakeholders","Management","San Marino","San Marino","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",33860,60,564.33,1637931034,1,39,0,NA,30.6,NA,0,16.7,6.4
"Myocastor coypus","Authorities-Stakeholders","Management","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Authorities-Stakeholders","Management","Greece","Greece","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Myocastor coypus","Authorities-Stakeholders","Management","Croatia","Croatia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Myocastor coypus","Authorities-Stakeholders","Management","Bulgaria","Bulgaria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Myocastor coypus","Authorities-Stakeholders","Management","Slovakia","Slovakia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Myocastor coypus","Authorities-Stakeholders","Management","Luxembourg","Luxembourg","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Myocastor coypus","Authorities-Stakeholders","Management","Slovenia","Slovenia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Myocastor coypus","Authorities-Stakeholders","Management","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Authorities-Stakeholders","Management","France","France","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myocastor coypus","Authorities-Stakeholders","Management","Portugal","Portugal","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Myocastor coypus","Authorities-Stakeholders","Management","Ireland","Ireland","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Myocastor coypus","Authorities-Stakeholders","Management","Netherlands","Netherlands","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Myocastor coypus","Authorities-Stakeholders","Management","Romania","Romania","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Myocastor coypus","Authorities-Stakeholders","Management","Hungary","Hungary","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Myocastor coypus","Authorities-Stakeholders","Management","Sweden","Sweden","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Myocastor coypus","Authorities-Stakeholders","Management","Belgium","Belgium","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Myocastor coypus","Authorities-Stakeholders","Management","Spain","Spain","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Myocastor coypus","Authorities-Stakeholders","Management","Austria","Austria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Myocastor coypus","Authorities-Stakeholders","Management","Latvia","Latvia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Myocastor coypus","Authorities-Stakeholders","Management","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Agriculture","Damage","Germany","Germany","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Myocastor coypus","Agriculture","Damage","San Marino","San Marino","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",33860,60,564.33,1637931034,1,39,0,NA,30.6,NA,0,16.7,6.4
"Myocastor coypus","Agriculture","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Agriculture","Damage","Greece","Greece","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Myocastor coypus","Agriculture","Damage","Croatia","Croatia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Myocastor coypus","Agriculture","Damage","Bulgaria","Bulgaria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Myocastor coypus","Agriculture","Damage","Slovakia","Slovakia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Myocastor coypus","Agriculture","Damage","Luxembourg","Luxembourg","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Myocastor coypus","Agriculture","Damage","Slovenia","Slovenia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Myocastor coypus","Agriculture","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Agriculture","Damage","France","France","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myocastor coypus","Agriculture","Damage","Portugal","Portugal","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Myocastor coypus","Agriculture","Damage","Ireland","Ireland","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Myocastor coypus","Agriculture","Damage","Netherlands","Netherlands","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Myocastor coypus","Agriculture","Damage","Romania","Romania","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Myocastor coypus","Agriculture","Damage","Hungary","Hungary","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Myocastor coypus","Agriculture","Damage","Sweden","Sweden","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Myocastor coypus","Agriculture","Damage","Belgium","Belgium","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Myocastor coypus","Agriculture","Damage","Spain","Spain","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Myocastor coypus","Agriculture","Damage","Austria","Austria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Myocastor coypus","Agriculture","Damage","Latvia","Latvia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Myocastor coypus","Agriculture","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Diverse","Damage","Germany","Germany","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Myocastor coypus","Diverse","Damage","San Marino","San Marino","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",33860,60,564.33,1637931034,1,39,0,NA,30.6,NA,0,16.7,6.4
"Myocastor coypus","Diverse","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Diverse","Damage","Greece","Greece","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10716322,131960,81.21,2.1e+11,4,1228,3.8,13.3,8,69.5,0,30.3,7.8
"Myocastor coypus","Diverse","Damage","Croatia","Croatia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4067500,56590,71.88,60415553039,5,1365,2.9,20,11.9,59.5,0.2,34.6,7
"Myocastor coypus","Diverse","Damage","Bulgaria","Bulgaria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",6975761,111000,62.84,67927179737,5,1808,3.2,21.7,NA,61.4,0.2,35.7,7.1
"Myocastor coypus","Diverse","Damage","Slovakia","Slovakia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",5454073,49030,111.24,1.05e+11,5,1524,1.7,29.6,19.7,58.1,0.2,40.1,7
"Myocastor coypus","Diverse","Damage","Luxembourg","Luxembourg","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",619896,2590,239.34,71104919108,3,359,0.2,11.7,4.9,78.8,0,34.5,5.4
"Myocastor coypus","Diverse","Damage","Slovenia","Slovenia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",2087946,20675,100.99,53742159517,4,1334,2,29,20.7,56.6,0.2,61.6,8.5
"Myocastor coypus","Diverse","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myocastor coypus","Diverse","Damage","France","France","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myocastor coypus","Diverse","Damage","Portugal","Portugal","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10269417,92225.5957,111.35,2.38e+11,1,1214,2.1,18.8,11.9,65.6,0.1,36.2,9.5
"Myocastor coypus","Diverse","Damage","Ireland","Ireland","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",4941444,70280,70.31,3.89e+11,1,499,0.9,35.9,32,57.3,0,11.3,6.7
"Myocastor coypus","Diverse","Damage","Netherlands","Netherlands","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",17332850,41540,417.26,9.09e+11,2,1027,1.6,17.6,10.8,70,0,10.9,10.1
"Myocastor coypus","Diverse","Damage","Romania","Romania","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",19356544,238400,81.19,2.5e+11,5,2508,4.1,27,17,59.3,0.2,30.1,5.7
"Myocastor coypus","Diverse","Damage","Hungary","Hungary","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Myocastor coypus","Diverse","Damage","Sweden","Sweden","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",10285453,447430,22.99,5.31e+11,2,2233,1.4,21.9,12.8,65.5,0.2,68.7,10.9
"Myocastor coypus","Diverse","Damage","Belgium","Belgium","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",11484055,30530,376.16,5.3e+11,4,1385,0.7,19.2,12.3,69.4,0,22.8,10.7
"Myocastor coypus","Diverse","Damage","Spain","Spain","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
"Myocastor coypus","Diverse","Damage","Austria","Austria","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Myocastor coypus","Diverse","Damage","Latvia","Latvia","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",1912789,64490,29.66,34117202555,4,1150,4,18.9,10.6,64.2,1.1,54.7,6.6
"Myocastor coypus","Diverse","Damage","Italy","Italy","Myocastor coypus","Myocastor coypus (Molina, 1782)","Myocastor",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","France","France","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Italy","Italy","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",60297396,301340,200.1,2e+12,5,1932,1.9,21.5,14.9,66.3,0,32.2,8.7
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Germany","Germany","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",83132799,357580,232.49,3.85e+12,9,3621,0.8,27,19.4,62.3,0,32.7,11.7
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","France","France","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",67059887,549086.9922,122.13,2.72e+12,8,2889,1.5,17.4,10,70,0,31.4,11.1
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Hungary","Hungary","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",9769949,93030,105.02,1.61e+11,7,2171,3.3,24.8,17.5,56.5,0.1,22.5,6.4
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Austria","Austria","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",8877067,83879.00391,105.83,4.46e+11,8,2562,1.1,25.1,16.5,63.2,0.1,47.2,10.4
"Myriophyllum aquaticum","Authorities-Stakeholders","Mixed","Spain","Spain","Myriophyllum aquaticum","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum",47076781,505935,93.05,1.39e+12,5,1918,2.6,20.1,11,67.9,0,37.2,9.1
