Location,Taxon,ScientificName
Italy,Senecio grisebachii,Senecio grisebachii Baker
Italy,Senecio inaequidens,Senecio inaequidens DC.
Italy,Senecio pterophorus,Senecio pterophorus DC.
Italy,Senecio vernalis,Senecio vernalis Waldst. & Kit.
Italy,Sequoia sempervirens,Sequoia sempervirens (D.Don) Endl.
Italy,Serinus canaria,"Serinus canaria (Linnaeus, 1758)"
Italy,Seriola carpenteri,"Seriola carpenteri Mather, 1971"
Italy,Seriola fasciata,"Seriola fasciata (Bloch, 1793)"
Italy,Seriola rivoliana,"Seriola rivoliana Valenciennes, 1833"
Italy,Sesamum indicum,Sesamum indicum L.
Italy,Sesbania punicea,Sesbania punicea (Cav.) Benth.
Italy,Setaria faberi,Setaria faberi R.A.W.Herrm.
Italy,Setaria italica,Setaria italica (L.) P.Beauv.
Italy,Setaria parviflora,Setaria parviflora (Poir.) Kerguélen
Italy,Setaria verticillata,Setaria verticillata (L.) P.Beauv.
Italy,Setaria viridis,Setaria viridis (L.) P.Beauv.
Italy,Setchelliogaster tenuipes,Setchelliogaster tenuipes (Setch.) Pouzar
Italy,Siciliaria (Stigmatica) stigmatica,
Italy,Sicyos angulatus,Sicyos angulatus L.
Italy,Sida spinosa,Sida spinosa L.
Italy,Siganus luridus,"Siganus luridus (Rüppell, 1829)"
Italy,Siganus rivulatus,"Siganus rivulatus Forsskål & Niebuhr, 1775"
Italy,Sigesbeckia orientalis,Sigesbeckia orientalis L.
Italy,Silene conoidea,Silene conoidea L.
Italy,Silene graeca,Silene graeca Boiss. & Spruner
Italy,Silene heldreichii,Silene heldreichii Boiss.
Italy,Silphium perfoliatum,Silphium perfoliatum L.
Italy,Silurus glanis,"Silurus glanis Linnaeus, 1758"
Italy,Simocephalus heilongjiangensis,"Simocephalus heilongjiangensis Shi Xinlu & Shi Xinbai, 1994"
Italy,Sinanodonta woodiana,"Sinanodonta woodiana (I.Lea, 1834)"
Italy,Sinomalus hupehensis,Sinomalus hupehensis (Pamp.) Rushforth
Italy,Sinosuthora alphonsiana,"Sinosuthora alphonsiana (J.Verreaux, 1870)"
Italy,Sinosuthora webbiana,"Sinosuthora webbiana (Gould, 1852)"
Italy,Siphonatrophia cupressi,"Siphonatrophia cupressi (Swain, 1918)"
Italy,Sirex areolatus,"Sirex areolatus (Cresson, 1867)"
Italy,Sirex cyaneus,"Sirex cyaneus Fabricius, 1781"
Italy,Sisymbrium loeselii,Sisymbrium loeselii L.
Italy,Sisymbrium volgense,Sisymbrium volgense M.Bieb. ex E.Fourn.
Italy,Sisyrinchium montanum,Sisyrinchium montanum Greene
Italy,Sitophilus linearis,"Sitophilus linearis A.Hustache, 1930"
Italy,Sitophilus oryzae,"Sitophilus oryzae A.Hustache, 1930"
Italy,"Sitophilus oryzae Schoenherr, 1838",
Italy,Sitophilus zeamais,"Sitophilus zeamais Motschulsky & V.de, 1855"
Italy,Sitotroga cerealella,"Sitotroga cerealella (Olivier, 1789)"
Italy,Skeletonema tropicum,"Skeletonema tropicum Cleve, 1900"
Italy,Smittina nitidissima,"Smittina nitidissima (Hincks, 1880)"
Italy,Solanum aculeastrum,Solanum aculeastrum Dunal
Italy,Solanum angustifolium,Solanum angustifolium Houst. ex Mill.
Italy,Solanum aviculare,Solanum aviculare G.Forst.
Italy,Solanum bonariense,Solanum bonariense L.
Italy,Solanum carolinense,Solanum carolinense L.
Italy,Solanum chenopodioides,Solanum chenopodioides Lam.
Italy,Solanum elaeagnifolium,Solanum elaeagnifolium Cav.
Italy,Solanum giganteum,Solanum giganteum Jacq.
Italy,Solanum heterodoxum,Solanum heterodoxum Dunal
Italy,Solanum lanceolatum,Solanum lanceolatum Cav.
Italy,Solanum linnaeanum,Solanum linnaeanum Hepper & P.-M.L.Jaeger
Italy,Solanum lycopersicum,Solanum lycopersicum L.
Italy,Solanum physalifolium,Solanum physalifolium Rusby
Italy,Solanum pseudocapsicum,Solanum pseudocapsicum L.
Italy,Solanum sarachoides,Solanum sarachoides Sendtn.
Italy,Solanum seaforthianum,Solanum seaforthianum Andrews
Italy,Solanum sisymbriifolium,Solanum sisymbriifolium Lam.
Italy,Solanum torvum,Solanum torvum Sw.
Italy,Solanum tuberosum,Solanum tuberosum L.
Italy,Solidago canadensis,Solidago canadensis L.
Italy,Solidago gigantea,Solidago gigantea Aiton
Italy,Solieria filiformis,Solieria filiformis (Kütz.) P.W.Gabrielson
Italy,Soliva sessilis,Soliva sessilis Ruiz & Pav.
Italy,Sorbaria sorbifolia,Sorbaria sorbifolia (L.) A.Braun
Italy,Sorbaria tomentosa,Sorbaria tomentosa (Lindl.) Rehder
Italy,Sorghum halepense,Sorghum halepense (L.) Pers.
Italy,Sorites orbiculus,"Sorites orbiculus (Forsskål, 1775)"
Italy,Speleomantes ambrosii,"Speleomantes ambrosii (Lanza, 1955)"
Italy,Speleomantes italicus,"Speleomantes italicus (Dunn, 1923)"
Italy,Spermothamnion cymosum,"Spermothamnion cymosum (Harvey) De Toni, 1903"
Italy,Spermothamnion cymosum Harv.,
Italy,Sphaeroma walkeri,"Sphaeroma walkeri Stebbing, 1905"
Italy,Sphoeroides marmoratus,"Sphoeroides marmoratus (Lowe, 1838)"
Italy,Sphoeroides pachygaster,"Sphoeroides pachygaster (Müller & Troschel, 1848)"
Italy,Sphyrna mokarran,"Sphyrna mokarran (Rüppell, 1837)"
Italy,Spilococcus mamillariae,"Spilococcus mamillariae (Bouche, 1844)"
Italy,Spilopelia senegalensis,"Spilopelia senegalensis (Linnaeus, 1766)"
Italy,Spiraea cantoniensis,Spiraea cantoniensis Lour.
Italy,Spiraea hypericifolia,Spiraea hypericifolia L.
Italy,Spiraea japonica,Spiraea japonica L.fil.
Italy,Spiraea salicifolia,Spiraea salicifolia L.
Italy,Spiraea vanhouttei,Spiraea ×vanhouttei (Briot) Zabel
Italy,Spirobranchus tetraceros,"Spirobranchus tetraceros (Schmarda, 1861)"
Italy,Spirodela oligorrhiza,Spirodela oligorrhiza (Kurz) Hegelm.
Italy,Spirodela punctata,Spirodela punctata (G.Mey.) C.H.Thomps.
Italy,Spirorbis marioni,"Spirorbis marioni Caullery & Mesnil, 1897"
Italy,Sporobolus anglicus,Sporobolus anglicus (C.E.Hubb.) P.M.Peterson & Saarela
Italy,Sporobolus cryptandrus,Sporobolus cryptandrus (Torr.) A.Gray
Italy,Sporobolus indicus,Sporobolus indicus (L.) R.Br.
Italy,Sporobolus neglectus,Sporobolus neglectus Nash
Italy,Sporobolus pumilus,Sporobolus pumilus (Roth) P.M.Peterson & Saarela
Italy,Sporobolus townsendii,Sporobolus townsendii (H.Groves & J.Groves) P.M.Peterson & Saarela
Italy,Sporobolus vaginiflorus,Sporobolus vaginiflorus (Torr. ex A.Gray) Alph.Wood
Italy,Squalius cephalus,"Squalius cephalus (Linnaeus, 1758)"
Italy,Stachys byzantina,Stachys byzantina K.Koch
Italy,Steatoda grossa,"Steatoda grossa (C.L.Koch, 1838)"
Italy,Steatoda nobilis,"Steatoda nobilis (Thorell, 1875)"
Italy,Stelidota geminata,"Stelidota geminata (Say, 1825)"
Italy,Stenocypris major,"Stenocypris major (Baird, 1859)"
Italy,Stenodiplosis sorghicola,Stenodiplosis sorghicola Coquillett
Italy,Stenopelmus rufinasus,"Stenopelmus rufinasus Gyllenhal, 1835"
Italy,Stenotaphrum secundatum,Stenotaphrum secundatum (Walter) Kuntze
Italy,Stenothoe georgiana,"Stenothoe georgiana Bynum & Fox, 1977"
Italy,Stephanitis pyrioides,"Stephanitis pyrioides (Scott, 1874)"
Italy,Stephanitis takeyai,"Stephanitis takeyai Drake & Maa, 1955"
Italy,Stephanolepis diaspros,"Stephanolepis diaspros Fraser-Brunner, 1940"
Italy,Sternodromia spinirostris,"Sternodromia spinirostris (Miers, 1881)"
Italy,Stictocephala bisonia,"Stictocephala bisonia Kopp & Yonke, 1977"
Italy,Stipa caudata,Stipa caudata Trin.
Italy,Stomaphis mordvilkoi,"Stomaphis mordvilkoi Hille Ris Lambers, 1933"
Italy,Strandesia spinulosa,"Strandesia spinulosa Bronstein, 1958"
Italy,Streblosoma pseudocomatus,"Streblosoma pseudocomatus Lezzi & Giangrande, 2019"
Italy,Streptopelia roseogrisea,"Streptopelia roseogrisea (Sundevall, 1857)"
Italy,Stricticollis tobias,"Stricticollis tobias De Marseul, 1879"
Italy,Strongyloides callosciureus,
Italy,Strongyloides robustus,
Italy,Stropharia rugosoannulata,Stropharia rugosoannulata Farl. ex Murrill
Italy,Styela plicata,"Styela plicata (Lesueur, 1823)"
Italy,Styphnolobium japonicum,Styphnolobium japonicum (L.) Schott
Italy,Suillus amabilis,Suillus amabilis (Peck) Singer
Italy,Suillus lakei,Suillus lakei (Murrill) A.H.Sm. & Thiers
Italy,Suillus luteus,Suillus luteus (L.) Roussel
Italy,Suillus placidus,Suillus placidus (Bonord.) Singer
Italy,Suillus viscidus,Suillus viscidus (L.) Roussel
Italy,Suncus etruscus,"Suncus etruscus (Savi, 1822)"
Italy,Supella longipalpa,"Supella longipalpa (Fabricius, 1798)"
Italy,Sus scrofa,"Sus scrofa Linnaeus, 1758"
Italy,Syllis alosae,"Syllis alosae San Martín, 1992"
Italy,Syllis hyllebergi,"Syllis hyllebergi (Licher, 1999)"
Italy,Syllis pectinans,"Syllis pectinans Haswell, 1920"
Italy,Sylvilagus floridanus,"Sylvilagus floridanus (J.A.Allen, 1890)"
Italy,Symphocladia marchantioides (Harv.) Falkenberg,
Italy,Symphoricarpos albus,Symphoricarpos albus (L.) C.Koch
Italy,Symphyocladia marchantioides,"Symphyocladia marchantioides (Harvey) Falkenb., 1897"
Italy,Symphyotrichum ericoides,Symphyotrichum ericoides (L.) G.L.Nesom
Italy,Symphyotrichum laeve,Symphyotrichum laeve (L.) Á.Löve & D.Löve
Italy,Symphyotrichum lanceolatum,Symphyotrichum lanceolatum (Willd.) G.L.Nesom
Italy,Symphyotrichum lateriflorum,Symphyotrichum lateriflorum (L.) Á.Löve & D.Löve
Italy,Symphyotrichum novae-angliae,Symphyotrichum novae-angliae (L.) G.L.Nesom
Italy,Symphyotrichum novi-belgii,Symphyotrichum novi-belgii (L.) G.L.Nesom
Italy,Symphyotrichum pilosum,Symphyotrichum pilosum (Willd.) G.L.Nesom
Italy,Symphyotrichum salignum,Symphyotrichum ×salignum (Willd.) G.L.Nesom
Italy,Symphyotrichum subulatum,Symphyotrichum subulatum (Michx.) G.L.Nesom
Italy,Symphyotrichum versicolor,Symphyotrichum ×versicolor (Willd.) G.L.Nesom
Italy,Symphytum asperum,Symphytum asperum Lepech.
Italy,Symphytum orientale,Symphytum orientale L.
Italy,Symphytum uplandicum,Symphytum ×uplandicum Nyman
Italy,Symplegma brakenhielmi,"Symplegma brakenhielmi (Michaelsen, 1904)"
Italy,Synagrops japonicus,"Synagrops japonicus (Döderlein, 1883)"
Italy,Syphonota geographica,"Syphonota geographica (A.Adams & Reeve, 1850)"
Italy,Syringa vulgaris,Syringa vulgaris L.
Italy,Syrmaticus reevesii,"Syrmaticus reevesii (J.E.Gray, 1829)"
Italy,Systoechus ctenopterus,"Systoechus ctenopterus (Mikan, 1796)"
Italy,Tachinaephagus zealandicus,"Tachinaephagus zealandicus Ashmead, 1904"
Italy,Tachycines asynamorus,"Tachycines asynamorus Adelung, 1902"
Italy,Tagetes erecta,Tagetes erecta L.
Italy,Tagetes minuta,Tagetes minuta L.
Italy,Takahashia japonica,"Takahashia japonica (Cockerell, 1896)"
Italy,Takecallis arundicolens,"Takecallis arundicolens (W.T.Clarke, 1903)"
Italy,Takecallis arundinariae,"Takecallis arundinariae (Essig, 1917)"
Italy,Takecallis taiwana,"Takecallis taiwana (Takahashi, 1926)"
Italy,Tamarix africana,Tamarix africana Poir.
Italy,Tamarix gallica,Tamarix gallica L.
Italy,Tamarix hampeana,Tamarix hampeana Boiss. & Heldr.
Italy,Tamarix meyeri,Tamarix meyeri Boiss.
Italy,Tamarix parviflora,Tamarix parviflora DC.
Italy,Tamias sibiricus,"Tamias sibiricus (Laxmann, 1769)"
Italy,Tanacetum balsamita,Tanacetum balsamita L.
Italy,Tanacetum cinerariifolium,Tanacetum cinerariifolium (Trevis.) Sch.Bip.
Italy,Tanycypris pellucida,"Tanycypris pellucida (Klie, 1932)"
Italy,Tarenaya spinosa,Tarenaya spinosa (Jacq.) Raf.
Italy,Tarentola mauritanica,"Tarentola mauritanica (Linnaeus, 1758)"
Italy,Tarsostenus univittatus,"Tarsostenus univittatus Rossi, 1790"
Italy,Taxodium distichum,Taxodium distichum (L.) Rich.
Italy,Tecoma capensis,Tecoma capensis (Thunb.) Lindl.
Italy,Tegolophus califraxini,"Tegolophus califraxini (Keifer, 1938)"
Italy,Telekia speciosa,Telekia speciosa (Schreb.) Baumg.
Italy,Telenomus busseolae,"Telenomus busseolae Gahan, 1922"
Italy,Tenebroides mauritanicus,"Tenebroides mauritanicus (Linnaeus, 1758)"
Italy,"Testacella haliotidea Lamarck, 1801",
Italy,Testudo graeca,"Testudo graeca Linnaeus, 1758"
Italy,Testudo marginata,"Testudo marginata Schoepff, 1792"
Italy,Tetracnemoidea brevicornis,"Tetracnemoidea brevicornis (Girault, 1915)"
Italy,Tetragonia tetragonioides,Tetragonia tetragonioides (Pallas) Kuntze
Italy,Tetramesa maderae,"Tetramesa maderae (Walker, 1849)"
Italy,Tetramorium bicarinatum,"Tetramorium bicarinatum (Nylander, 1846)"
Italy,Tetrastichomyia clisiocampae,"Tetrastichomyia clisiocampae (Ashmead, 1894)"
Italy,Thalamita gloriensis,"Thalamita gloriensis Crosnier, 1962"
Italy,Thaneroclerus buquet,"Thaneroclerus buquet (Lefebvre, 1835)"
Italy,Thaumastocoris peregrinus,"Thaumastocoris peregrinus D.L.Carpintero & Dellapé, 2006"
Italy,Thelepus comatus,"Thelepus comatus (Grube, 1859)"
Italy,Theora lubrica,"Theora lubrica Gould, 1861"
Italy,Thinopyrum elongatum,Thinopyrum elongatum (Host) D.R.Dewey
Italy,Thoracochaeta johnsoni,"Thoracochaeta johnsoni (Spuler, 1925)"
Italy,Thorictodes heydeni,"Thorictodes heydeni Reitter, 1875"
Italy,Threskiornis aethiopicus,"Threskiornis aethiopicus (Latham, 1790)"
Italy,Thripobius javae,"Thripobius javae (Girault, 1917)"
Italy,Thrips hawaiiensis,"Thrips hawaiiensis (Morgan, 1913)"
Italy,Thuja occidentalis,Thuja occidentalis L.
Italy,Thujopsis dolabrata,Thujopsis dolabrata (Thunb. ex L.f.) Siebold & Zucc.
Italy,Thylodrias contractus,"Thylodrias contractus Motschulsky, 1839"
Italy,Thymallus thymallus,"Thymallus thymallus (Linnaeus, 1758)"
Italy,Tilia americana,Tilia americana L.
Italy,Tilia tomentosa,Tilia tomentosa Moench
Italy,Tinocallis nevskyi,"Tinocallis nevskyi G.Remaudière, Quednau & Heie, 1988"
Italy,Tinocallis saltans,"Tinocallis saltans (Nevsky, 1929)"
Italy,Tinocallis takachihoensis,"Tinocallis takachihoensis Higuchi, 1972"
Italy,Tinocallis ulmiparvifoliae,"Tinocallis ulmiparvifoliae Matsumura, 1919"
Italy,Tomicus materiarius,"Tomicus materiarius Fitch, 1858"
Italy,Torymus sinensis,"Torymus sinensis Kamijo, 1982"
Italy,Toumeyella parvicornis,"Toumeyella parvicornis (Cockerell, 1897)"
Italy,Toxicodendron pubescens,Toxicodendron pubescens Mill.
Italy,Toxicodendron radicans,Toxicodendron radicans (L.) Kuntze
Italy,Trachelium caeruleum,Trachelium caeruleum L.
Italy,Trachemys scripta,"Trachemys scripta (Thunberg In Schoepff, 1792)"
Italy,Trachycarpus fortunei,Trachycarpus fortunei (Hook.) H.Wendl.
Italy,Trachysalambria palaestinensis,"Trachysalambria palaestinensis (Steinitz, 1932)"
Italy,Tradescantia fluminensis,Tradescantia fluminensis Vell.
Italy,Tradescantia virginiana,Tradescantia virginiana L.
Italy,Tremoctopus gracilis,"Tremoctopus gracilis (Souleyet, 1852)"
Italy,Tribolium confusum,"Tribolium confusum Jaquelin Du Val, 1868"
Italy,Tribolium destructor,"Tribolium destructor Uyttenboogaart, 1934"
Italy,Tricellaria inopinata,"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985"
Italy,Trichadenotecnum innuptum,"Trichadenotecnum innuptum Betz, 1983"
Italy,Trichiusa immigrata,"Trichiusa immigrata Lohse, 1984"
Italy,Trichogramma dendrolimi,"Trichogramma dendrolimi Matsumura, 1926"
Italy,Trichogramma evanescens,"Trichogramma evanescens Westwood, 1833"
Italy,Trichopoda pennipes,"Trichopoda pennipes (Fabricius, 1781)"
Italy,Trichostrongylus affinis,
Italy,Trichostrongylus calcaratus,"Trichostrongylus calcaratus Ransom, 1911"
Italy,Triconia umerus,"Triconia umerus (Böttger-Schnack & Boxshall, 1990)"
Italy,Trifolium alexandrinum,Trifolium alexandrinum L.
Italy,Trifolium dalmaticum,Trifolium dalmaticum Vis.
Italy,Trigonella foenum-graecum,Trigonella foenum-graecum L.
Italy,Trigonogenius globulus,"Trigonogenius globulus (Solier, 1849)"
Italy,Triticum aestivum,Triticum aestivum L.
Italy,Triticum turgidum,Triticum turgidum L.
Italy,Trochiscococcus speciosus,"Trochiscococcus speciosus (De Lotto, 1961)"
Italy,Trogoderma granarium,"Trogoderma granarium Everts, 1898"
Italy,Trogoderma inclusum,"Trogoderma inclusum LeConte, 1854"
Italy,Trogoderma megatomoides,"Trogoderma megatomoides Reitter, 1881"
Italy,Tropaeolum majus,Tropaeolum majus L.
Italy,Tuber gibbosum,Tuber gibbosum Harkn.
Italy,Tuber indicum,"Tuber indicum Cooke & Massee, 1892"
Italy,Tuberocephalus tianmushanensis,"Tuberocephalus tianmushanensis Zhang & Guangxue, 1980"
Italy,Tulipa agenensis,Tulipa agenensis Redouté
Italy,Tulipa clusiana,Tulipa clusiana Redouté
Italy,Tulipa gesneriana,Tulipa gesneriana L.
Italy,Tulipa saxatilis,Tulipa saxatilis Sieber ex Spreng.
Italy,Tulostoma giovanellae,Tulostoma giovanellae Bres.
Italy,Tuta absoluta,"Tuta absoluta (Meyrick, 1917)"
Italy,Ulmus laevis,Ulmus laevis Pall.
Italy,Ulmus pumila,Ulmus pumila L.
Italy,Ulva australis,Ulva australis Aresch.
Italy,Ulva californica,"Ulva californica Wille, 1899"
Italy,Ulva ohnoi,"Ulva ohnoi Hiraoka & Shimada, 2004"
Italy,Ulvaria obscura,"Ulvaria obscura (Kützing) Gayral ex Bliding, 1969"
Italy,Umbaspis regularis,"Umbaspis regularis (Newstead, 1911)"
Italy,Unaspis euonymi,"Unaspis euonymi (Comstock, 1881)"
Italy,Unaspis yanonensis,"Unaspis yanonensis (Kuwana, 1923)"
Italy,Undaria pinnatifida,Undaria pinnatifida (Harv.) Suringar
Italy,Upeneus pori,"Upeneus pori Ben-Tuvia & Golani, 1989"
Italy,Uronema marinum,Uronema marinum Womersley
Italy,Urophorus humeralis,"Urophorus humeralis (Fabricius, 1798)"
Italy,Vachellia farnesiana,Vachellia farnesiana (L.) Wight & Arn.
Italy,Vachellia karroo,Vachellia karroo (Hayne) Banfi & Galasso
Italy,Valeriana phu,Valeriana phu L.
Italy,Vallisneria americana,Vallisneria americana Michx.
Italy,Vallisneria spiralis,Vallisneria spiralis L.
Italy,Verbascum virgatum,Verbascum virgatum Stokes
Italy,Verbena bonariensis,Verbena bonariensis L.
Italy,Verbena brasiliensis,Verbena brasiliensis Vell.
Italy,Verbena incompta,Verbena incompta P.W.Michael
Italy,Verbena litoralis,Verbena litoralis Kunth
Italy,Veronica filiformis,Veronica filiformis Sm.
Italy,Veronica peregrina,Veronica peregrina L.
Italy,Veronica persica,Veronica persica Poir.
Italy,Vespa velutina,"Vespa velutina Lepeletier, 1836"
Italy,Vespa velutina nigrithorax,"Vespa velutina nigrithorax Buysson, 1905"
Italy,Viburnum carlesii,Viburnum carlesii Hemsl. ex Forbes & Hemsl.
Italy,Viburnum rhytidophyllum,Viburnum rhytidophyllum Hemsl. ex Forbes & Hemsl.
Italy,Vicia ervilia,Vicia ervilia (L.) Willd.
Italy,Viola cornuta,Viola cornuta L.
Italy,Viola cucullata,Viola cucullata Aiton
Italy,Viola wittrockiana Gams ex Nauenb. & Buttler,
Italy,Vitis bacoi,"Vitis ×bacoi Ardenghi, Galasso & Banfi"
Italy,Vitis goliath,"Vitis ×goliath Ardenghi, Galasso & Banfi"
Italy,Vitis instabilis,"Vitis ×instabilis Ardenghi, Galasso, Banfi & Lastrucci"
Italy,Vitis koberi,"Vitis ×koberi Ardenghi, Galasso, Banfi & Lastrucci"
Italy,Vitis labrusca,Vitis labrusca L.
Italy,Vitis novae-angliae,Vitis ×novae-angliae Fernald
Italy,Vitis riparia,Vitis riparia Michx.
Italy,Vitis ruggerii,"Vitis ×ruggerii Ardenghi, Galasso, Banfi & Lastrucci"
Italy,Vitis rupestris,Vitis rupestris Scheele
Italy,Vitis vulpina,Vitis vulpina L.
Italy,Vryburgia amaryllidis,"Vryburgia amaryllidis (Bouche, 1837)"
Italy,Vryburgia brevicruris,"Vryburgia brevicruris (McKenzie, 1960)"
Italy,Vryburgia rimariae,"Vryburgia rimariae Tranfaglia, 1981"
Italy,Vulpes vulpes,"Vulpes vulpes (Linnaeus, 1758)"
Italy,Wahlgreniella arbuti,"Wahlgreniella arbuti (Davidson, 1910)"
Italy,Washingtonia filifera,Washingtonia filifera (Rafarin) H.Wendl. ex de Bary
Italy,Washingtonia robusta,Washingtonia robusta H.Wendl.
Italy,Watersipora arcuata,"Watersipora arcuata Banta, 1969"
Italy,Watersipora subtorquata,"Watersipora subtorquata (d'Orbigny, 1852)"
Italy,Weigela florida,Weigela florida (Bunge) A.DC.
Italy,Wigandia urens,Wigandia urens (Ruiz & Pav.) Kunth
Italy,Wisteria floribunda,Wisteria floribunda (Willd.) DC.
Italy,Wisteria sinensis,Wisteria sinensis (Sims) DC.
Italy,Withania somnifera,Withania somnifera (L.) Dunal
Italy,Wlassicsia pannonica,"Wlassicsia pannonica Daday, 1903"
Italy,Wolffia arrhiza,Wolffia arrhiza (L.) Horkel ex Wimm.
Italy,Wolffia columbiana,Wolffia columbiana H.Karst.
Italy,Womersleyella setacea,"Womersleyella setacea (Hollenb.) R.E.Norris, 1992"
Italy,Xanthium orientale,Xanthium orientale L.
Italy,Xanthium orientale subsp. italicum (Moretti) Greuter,
Italy,Xanthium spinosum,Xanthium spinosum L.
Italy,Xenopsylla cheopis,"Xenopsylla cheopis (Rothschild, 1903)"
Italy,Xenopus laevis,"Xenopus laevis (Daudin, 1802)"
Italy,Xenostrobus securis,"Xenostrobus securis (Lamarck, 1819)"
Italy,Xeranthemum annuum,Xeranthemum annuum L.
Italy,Xeropicta derbentina,"Xeropicta derbentina (Krynicki, 1836)"
Italy,Xironogiton victoriensis,"Xironogiton victoriensis Gelder & Hall, 1990"
Italy,Xyleborus atratus,"Xyleborus atratus Eichhoff, 1875"
Italy,Xyleborus bispinatus,"Xyleborus bispinatus Eichhoff, 1868"
Italy,Xyleborus bodoanus,"Xyleborus bodoanus Reitter, 1913"
Italy,Xyleborus germanus,"Xyleborus germanus Blandford, 1894"
Italy,Xylosandrus compactus,"Xylosandrus compactus Wood & Bright, 1992"
Italy,"Xylosandrus compactus Eichhoff, 1875",
Italy,Xylosandrus crassiusculus,"Xylosandrus crassiusculus Wood, 1982"
Italy,"Xylosandrus crassiusculus Motschulsky, 1866",
Italy,"Xylosandrus germanus Blandford, 1894",
Italy,Xylotrechus smei,"Xylotrechus smei (Castelnau & Gory, 1841)"
Italy,Xylotrechus stebbingi,"Xylotrechus stebbingi Gahan, 1906"
Italy,Yucca aloifolia,Yucca aloifolia L.
Italy,Yucca filamentosa,Yucca filamentosa L.
Italy,Yucca gloriosa,Yucca gloriosa L.
Italy,Zantedeschia aethiopica,Zantedeschia aethiopica (L.) Spreng.
Italy,Zanthoxylum armatum,Zanthoxylum armatum DC.
Italy,Zaprionus tuberculatus,"Zaprionus tuberculatus Malloch, 1932"
Italy,Zea mays,Zea mays L.
Italy,Zebrasoma xanthurum,"Zebrasoma xanthurum (Blyth, 1852)"
Italy,Zephyranthes candida,Zephyranthes candida (Lindl.) Herb.
Italy,Zephyranthes carinata,Zephyranthes carinata Herb.
Italy,Zeuxia zejana,"Zeuxia zejana Kolomiets, 1971"
Italy,Zinnia elegans,Zinnia elegans Jacq.
Italy,Ziziphora capitata,Ziziphora capitata L.
Italy,Ziziphus jujuba,Ziziphus jujuba Mill.
Italy,Zonitoides arboreus,"Zonitoides arboreus (Say, 1817)"
Italy,Zoysia matrella,Zoysia matrella (L.) Merr.
Italy,Zygaena orana,"Zygaena orana Duponchel, 1835"
Italy,Zygochlamys patagonica,"Zygochlamys patagonica (P.P.King, 1832)"
Italy,Zygophyllum fabago,Zygophyllum fabago L.
Italy,Acacia dealbata,Acacia dealbata Link
Italy,Acacia mearnsii,Acacia mearnsii De Wild.
Italy,Acacia retinodes,Acacia retinodes Schltdl.
Italy,Acacia saligna,Acacia saligna (Labill.) H.L.Wendl.
Italy,Acanthoscelides obtectus,"Acanthoscelides obtectus (Say, 1831)"
Italy,Achyranthes aspera,Achyranthes aspera L.
Italy,Agave americana,Agave americana L.
Italy,Agave attenuata,Agave attenuata Salm-Dyck
Italy,Agave fourcroydes,Agave fourcroydes Lem.
Italy,Agave salmiana,Agave salmiana Otto ex Salm-Dyck
Italy,Ailanthus altissima,Ailanthus altissima (Mill.) Swingle
Italy,Alectoris barbara,"Alectoris barbara (Bonnaterre, 1792)"
Italy,Aleurothrixus floccosus,"Aleurothrixus floccosus (Maskell, 1896)"
Italy,Aloe arborescens,Aloe arborescens Mill.
Italy,Amaranthus albus,Amaranthus albus L.
Italy,Amaranthus blitoides,Amaranthus blitoides S.Watson
Italy,Amaranthus blitum,Amaranthus blitum L.
Italy,Amaranthus cruentus,Amaranthus cruentus L.
Italy,Amaranthus deflexus,Amaranthus deflexus L.
Italy,Amaranthus hybridus,Amaranthus hybridus L.
Italy,Amaranthus muricatus,Amaranthus muricatus (Moq.) Hieron.
Italy,Amaranthus retroflexus,Amaranthus retroflexus L.
Italy,Amaranthus viridis,Amaranthus viridis L.
Italy,Ammannia auriculata,Ammannia auriculata Willd.
Italy,Ammannia baccifera,Ammannia baccifera L.
Italy,Amorpha fruticosa,Amorpha fruticosa L.
Italy,Anthrenus flavipes,"Anthrenus flavipes Leconte, 1856"
Italy,Aphis gossypii,"Aphis gossypii Glover, 1877"
Italy,Apodemus sylvaticus,"Apodemus sylvaticus (Linnaeus, 1758)"
Italy,Aquilegia vulgaris,Aquilegia vulgaris L.
Italy,Arctotheca calendula,Arctotheca calendula (L.) Levyns
Italy,Asynonychus godmani,"Asynonychus godmani Crotch, 1867"
Italy,Austrocylindropuntia cylindrica,Austrocylindropuntia cylindrica (Lam.) Backeb.
Italy,Austrocylindropuntia subulata,Austrocylindropuntia subulata (Engelm.) Backeb.
Italy,Azolla filiculoides,Azolla filiculoides Lam.
Italy,Bidens frondosa,Bidens frondosa L.
Italy,Branta canadensis,"Branta canadensis (Linnaeus, 1758)"
Italy,Bruchus pisorum,"Bruchus pisorum Linnaeus, 1758"
Italy,Cacyreus marshalli,"Cacyreus marshalli Butler, 1898"
Italy,Cardiocondyla mauritanica,"Cardiocondyla mauritanica Forel, 1890"
Italy,Carpobrotus acinaciformis,Carpobrotus acinaciformis (L.) L.Bolus
Italy,Carpobrotus edulis,Carpobrotus edulis (L.) N.E.Br.
Italy,Carpophilus dimidiatus,"Carpophilus dimidiatus (Fabricius, 1792)"
Italy,Carpophilus hemipterus,"Carpophilus hemipterus (Linnaeus, 1758)"
